"Geo_code","Geo_Label","Population","Year","Cohort","Eventname","Event_Label","Adjusted_Rate","OE_Ratio","Percentile","Short_label","cohort_web_label","Geo_Name"
"51","STATE",194589,2019,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",359.07,0.85,32.6,,,"West Virginia"
"06","STATE",345162,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",361.52,1,59.6,"Hospice Reimbursements","Reimbursements","Colorado"
"15","STATE",635590,2017,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",382.99,0.98,53.8,"Hospice Reimbursements","Reimbursements","Indiana"
"99","STATE",26649457,2017,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",389.21,1,,"Hospice Reimbursements","Reimbursements","United States"
"29","STATE",212302,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",394.22,1.09,71.1,"Hospice Reimbursements","Reimbursements","Nevada"
"32","STATE",177872,2017,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",427.94,1.1,71.1,"Hospice Reimbursements","Reimbursements","New Mexico"
"18","STATE",439246,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",275.1,0.72,21.1,"Hospice Reimbursements","Reimbursements","Kentucky"
"28","STATE",226108,2019,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",308.34,0.73,17.3,,,"Nebraska"
"15","STATE",624830,2018,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",392.73,0.97,53.8,"Hospice Reimbursements","Reimbursements","Indiana"
"29","STATE",217336,2017,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",420.1,1.08,69.2,"Hospice Reimbursements","Reimbursements","Nevada"
"24","STATE",243416,2016,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",340.15,0.9,44.2,"Hospice Reimbursements","Reimbursements","Minnesota"
"32","STATE",174575,2016,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",408.5,1.08,71.1,"Hospice Reimbursements","Reimbursements","New Mexico"
"29","STATE",222091,2018,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",451.61,1.12,73,"Hospice Reimbursements","Reimbursements","Nevada"
"08","STATE",135315,2019,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",521.95,1.23,82.6,,,"Delaware"
"29","STATE",226608,2019,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",472.91,1.12,73,,,"Nevada"
"50","STATE",599636,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",285.53,0.79,32.6,"Hospice Reimbursements","Reimbursements","Washington"
"28","STATE",198252,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",273.65,0.72,19.2,"Hospice Reimbursements","Reimbursements","Nebraska"
"45","STATE",1746477,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",517.9,1.44,90.3,"Hospice Reimbursements","Reimbursements","Texas"
"46","STATE",174584,2018,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",651.89,1.62,98,"Hospice Reimbursements","Reimbursements","Utah"
"28","STATE",209165,2014,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",270.21,0.75,26.9,"Hospice Reimbursements","Reimbursements","Nebraska"
"04","STATE",337563,2018,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",384.3,0.95,50,"Hospice Reimbursements","Reimbursements","Arkansas"
"23","STATE",901093,2014,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",357.22,0.99,59.6,"Hospice Reimbursements","Reimbursements","Michigan"
"25","STATE",326660,2014,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",470.88,1.31,84.6,"Hospice Reimbursements","Reimbursements","Mississippi"
"28","STATE",214720,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",269.73,0.75,25,"Hospice Reimbursements","Reimbursements","Nebraska"
"13","STATE",162008,2019,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",465.26,1.1,71.1,,,"Idaho"
"28","STATE",217675,2016,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",278.59,0.73,22.1,"Hospice Reimbursements","Reimbursements","Nebraska"
"51","STATE",199131,2011,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",347.58,0.96,59.6,"Hospice Reimbursements","Reimbursements","West Virginia"
"07","STATE",344264,2011,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",231.42,0.64,15.3,"Hospice Reimbursements","Reimbursements","Connecticut"
"22","STATE",610847,2011,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",311.13,0.86,40.3,"Hospice Reimbursements","Reimbursements","Massachusetts"
"02","STATE",53842,2013,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",173.7,0.47,7.6,"Hospice Reimbursements","Reimbursements","Alaska"
"44","STATE",577527,2014,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",316.64,0.88,44.2,"Hospice Reimbursements","Reimbursements","Tennessee"
"18","STATE",417323,2018,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",284.3,0.7,13.4,"Hospice Reimbursements","Reimbursements","Kentucky"
"14","STATE",1278430,2011,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",291.04,0.81,32.6,"Hospice Reimbursements","Reimbursements","Illinois"
"38","STATE",265859,2011,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",331.29,0.92,55.7,"Hospice Reimbursements","Reimbursements","Oregon"
"10","STATE",1856574,2017,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",458.75,1.18,76.9,"Hospice Reimbursements","Reimbursements","Florida"
"14","STATE",1168643,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",270.57,0.75,26.9,"Hospice Reimbursements","Reimbursements","Illinois"
"04","STATE",337115,2016,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",355.4,0.94,50,"Hospice Reimbursements","Reimbursements","Arkansas"
"28","STATE",203850,2013,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",273.39,0.74,25,"Hospice Reimbursements","Reimbursements","Nebraska"
"27","STATE",116063,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",279.84,0.73,23,"Hospice Reimbursements","Reimbursements","Montana"
"02","STATE",61858,2016,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",191.2,0.5,9.6,"Hospice Reimbursements","Reimbursements","Alaska"
"49","STATE",815925,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",286.25,0.79,36.5,"Hospice Reimbursements","Reimbursements","Virginia"
"14","STATE",1185299,2016,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",290.28,0.77,25,"Hospice Reimbursements","Reimbursements","Illinois"
"32","STATE",162739,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",428.53,1.12,69.2,"Hospice Reimbursements","Reimbursements","New Mexico"
"27","STATE",121716,2013,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",248.83,0.67,15.3,"Hospice Reimbursements","Reimbursements","Montana"
"47","STATE",89695,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",225.63,0.63,11.5,"Hospice Reimbursements","Reimbursements","Vermont"
"25","STATE",331705,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",475.41,1.32,86.5,"Hospice Reimbursements","Reimbursements","Mississippi"
"14","STATE",1172241,2017,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",308.93,0.79,25,"Hospice Reimbursements","Reimbursements","Illinois"
"06","STATE",323930,2013,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",396.58,1.07,69.2,"Hospice Reimbursements","Reimbursements","Colorado"
"35","STATE",73754,2016,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",112.57,0.3,1.9,"Hospice Reimbursements","Reimbursements","North Dakota"
"27","STATE",126291,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",239.96,0.67,15.3,"Hospice Reimbursements","Reimbursements","Montana"
"23","STATE",876824,2016,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",377.85,1,51.9,"Hospice Reimbursements","Reimbursements","Michigan"
"52","STATE",475343,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",376.24,0.98,61.5,"Hospice Reimbursements","Reimbursements","Wisconsin"
"27","STATE",125977,2016,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",257.28,0.68,15.3,"Hospice Reimbursements","Reimbursements","Montana"
"99","STATE",26138611,2013,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",369.38,1,,"Hospice Reimbursements","Reimbursements","United States"
"27","STATE",129439,2017,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",265.19,0.68,13.4,"Hospice Reimbursements","Reimbursements","Montana"
"46","STATE",166243,2016,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",598.97,1.58,98,"Hospice Reimbursements","Reimbursements","Utah"
"27","STATE",138427,2018,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",279.43,0.69,11.5,"Hospice Reimbursements","Reimbursements","Montana"
"44","STATE",576597,2016,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",345.12,0.91,46.1,"Hospice Reimbursements","Reimbursements","Tennessee"
"27","STATE",142675,2019,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",285.66,0.67,11.5,,,"Montana"
"24","STATE",238651,2018,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",364.71,0.9,42.3,"Hospice Reimbursements","Reimbursements","Minnesota"
"21","STATE",544720,2011,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",244.67,0.68,19.2,"Hospice Reimbursements","Reimbursements","Maryland"
"49","STATE",790259,2013,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",308.15,0.83,38.4,"Hospice Reimbursements","Reimbursements","Virginia"
"20","STATE",163616,2011,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",272.51,0.76,28.8,"Hospice Reimbursements","Reimbursements","Maine"
"25","STATE",320947,2013,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",490.34,1.33,80.7,"Hospice Reimbursements","Reimbursements","Mississippi"
"99","STATE",26636391,2018,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",403.29,1,,"Hospice Reimbursements","Reimbursements","United States"
"14","STATE",1171120,2019,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",339.19,0.8,28.8,,,"Illinois"
"37","STATE",385214,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",534.4,1.4,84.6,"Hospice Reimbursements","Reimbursements","Oklahoma"
"16","STATE",379291,2017,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",283.02,0.73,17.3,"Hospice Reimbursements","Reimbursements","Iowa"
"53","STATE",61062,2011,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",174.99,0.49,11.5,"Hospice Reimbursements","Reimbursements","Wyoming"
"46","STATE",151564,2013,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",589.42,1.6,94.2,"Hospice Reimbursements","Reimbursements","Utah"
"01","STATE",499282,2016,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",589.91,1.56,96.1,"Hospice Reimbursements","Reimbursements","Alabama"
"53","STATE",79378,2018,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",162.45,0.4,3.8,"Hospice Reimbursements","Reimbursements","Wyoming"
"06","STATE",365824,2017,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",398.41,1.02,61.5,"Hospice Reimbursements","Reimbursements","Colorado"
"33","STATE",1403451,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",170.16,0.47,7.6,"Hospice Reimbursements","Reimbursements","New York"
"53","STATE",71697,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",110.82,0.31,3.8,"Hospice Reimbursements","Reimbursements","Wyoming"
"21","STATE",630743,2018,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",330.2,0.82,28.8,"Hospice Reimbursements","Reimbursements","Maryland"
"13","STATE",135364,2014,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",461.58,1.28,80.7,"Hospice Reimbursements","Reimbursements","Idaho"
"12","STATE",85577,2014,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",346.8,0.97,55.7,"Hospice Reimbursements","Reimbursements","Hawaii"
"11","STATE",704415,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",608.03,1.59,92.3,"Hospice Reimbursements","Reimbursements","Georgia"
"07","STATE",335506,2017,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",284.66,0.73,21.1,"Hospice Reimbursements","Reimbursements","Connecticut"
"13","STATE",144564,2016,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",466.72,1.23,82.6,"Hospice Reimbursements","Reimbursements","Idaho"
"45","STATE",1782280,2017,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",530.98,1.36,92.3,"Hospice Reimbursements","Reimbursements","Texas"
"23","STATE",923835,2011,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",343.11,0.95,57.6,"Hospice Reimbursements","Reimbursements","Michigan"
"25","STATE",316478,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",532.09,1.39,82.6,"Hospice Reimbursements","Reimbursements","Mississippi"
"52","STATE",477100,2014,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",385.14,1.07,69.2,"Hospice Reimbursements","Reimbursements","Wisconsin"
"47","STATE",79728,2011,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",172.39,0.48,9.6,"Hospice Reimbursements","Reimbursements","Vermont"
"02","STATE",59648,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",185.93,0.52,9.6,"Hospice Reimbursements","Reimbursements","Alaska"
"44","STATE",584331,2017,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",356.9,0.92,46.1,"Hospice Reimbursements","Reimbursements","Tennessee"
"52","STATE",476165,2018,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",437.02,1.08,69.2,"Hospice Reimbursements","Reimbursements","Wisconsin"
"24","STATE",298937,2011,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",228.88,0.64,13.4,"Hospice Reimbursements","Reimbursements","Minnesota"
"22","STATE",651811,2014,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",306.76,0.85,42.3,"Hospice Reimbursements","Reimbursements","Massachusetts"
"42","STATE",538829,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",551.61,1.53,92.3,"Hospice Reimbursements","Reimbursements","South Carolina"
"38","STATE",312281,2018,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",393.27,0.98,55.7,"Hospice Reimbursements","Reimbursements","Oregon"
"22","STATE",675500,2018,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",387.29,0.96,51.9,"Hospice Reimbursements","Reimbursements","Massachusetts"
"50","STATE",629862,2017,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",323.98,0.83,34.6,"Hospice Reimbursements","Reimbursements","Washington"
"20","STATE",158798,2016,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",324.03,0.85,38.4,"Hospice Reimbursements","Reimbursements","Maine"
"24","STATE",257828,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",302.76,0.84,38.4,"Hospice Reimbursements","Reimbursements","Minnesota"
"42","STATE",521494,2014,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",576.85,1.61,98,"Hospice Reimbursements","Reimbursements","South Carolina"
"50","STATE",577189,2014,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",267.05,0.74,25,"Hospice Reimbursements","Reimbursements","Washington"
"50","STATE",539620,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",286,0.75,26.9,"Hospice Reimbursements","Reimbursements","Washington"
"18","STATE",418814,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",230.84,0.64,13.4,"Hospice Reimbursements","Reimbursements","Kentucky"
"23","STATE",831396,2018,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",401.87,1,57.6,"Hospice Reimbursements","Reimbursements","Michigan"
"46","STATE",139187,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",634.1,1.66,96.1,"Hospice Reimbursements","Reimbursements","Utah"
"50","STATE",612084,2016,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",310.34,0.82,34.6,"Hospice Reimbursements","Reimbursements","Washington"
"05","STATE",2148329,2014,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",367.03,1.02,63.4,"Hospice Reimbursements","Reimbursements","California"
"50","STATE",638304,2018,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",330.75,0.82,30.7,"Hospice Reimbursements","Reimbursements","Washington"
"22","STATE",667507,2017,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",371.53,0.95,50,"Hospice Reimbursements","Reimbursements","Massachusetts"
"52","STATE",480415,2011,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",347.96,0.97,61.5,"Hospice Reimbursements","Reimbursements","Wisconsin"
"34","STATE",904923,2018,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",404.86,1,61.5,"Hospice Reimbursements","Reimbursements","North Carolina"
"36","STATE",929813,2019,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",485.02,1.14,76.9,,,"Ohio"
"08","STATE",115127,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",634.6,1.66,98,"Hospice Reimbursements","Reimbursements","Delaware"
"14","STATE",1285704,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",304.13,0.79,32.6,"Hospice Reimbursements","Reimbursements","Illinois"
"49","STATE",744206,2011,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",297.56,0.83,36.5,"Hospice Reimbursements","Reimbursements","Virginia"
"21","STATE",557066,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",255.39,0.67,15.3,"Hospice Reimbursements","Reimbursements","Maryland"
"11","STATE",720353,2018,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",555.87,1.38,94.2,"Hospice Reimbursements","Reimbursements","Georgia"
"10","STATE",1823193,2013,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",470.7,1.27,76.9,"Hospice Reimbursements","Reimbursements","Florida"
"03","STATE",449419,2011,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",596.48,1.66,94.2,"Hospice Reimbursements","Reimbursements","Arizona"
"12","STATE",83307,2013,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",367.47,0.99,61.5,"Hospice Reimbursements","Reimbursements","Hawaii"
"16","STATE",370042,2013,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",294.73,0.8,32.6,"Hospice Reimbursements","Reimbursements","Iowa"
"06","STATE",310958,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",438.65,1.15,71.1,"Hospice Reimbursements","Reimbursements","Colorado"
"49","STATE",849031,2017,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",322.73,0.83,32.6,"Hospice Reimbursements","Reimbursements","Virginia"
"45","STATE",1744882,2013,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",519.05,1.41,88.4,"Hospice Reimbursements","Reimbursements","Texas"
"49","STATE",871279,2019,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",381.37,0.9,40.3,,,"Virginia"
"32","STATE",172618,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",397.14,1.1,73,"Hospice Reimbursements","Reimbursements","New Mexico"
"42","STATE",487822,2011,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",536.6,1.49,86.5,"Hospice Reimbursements","Reimbursements","South Carolina"
"11","STATE",723230,2017,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",554.72,1.43,94.2,"Hospice Reimbursements","Reimbursements","Georgia"
"47","STATE",81507,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",196.26,0.51,11.5,"Hospice Reimbursements","Reimbursements","Vermont"
"51","STATE",202790,2017,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",338.05,0.87,40.3,"Hospice Reimbursements","Reimbursements","West Virginia"
"39","STATE",1021521,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",340.22,0.89,50,"Hospice Reimbursements","Reimbursements","Pennsylvania"
"47","STATE",87117,2014,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",200.96,0.56,11.5,"Hospice Reimbursements","Reimbursements","Vermont"
"09","STATE",44026,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",293.76,0.77,28.8,"Hospice Reimbursements","Reimbursements","District of Columbia"
"12","STATE",89305,2016,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",384.31,1.01,57.6,"Hospice Reimbursements","Reimbursements","Hawaii"
"18","STATE",433411,2011,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",270.76,0.75,26.9,"Hospice Reimbursements","Reimbursements","Kentucky"
"20","STATE",162373,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",282.97,0.79,30.7,"Hospice Reimbursements","Reimbursements","Maine"
"01","STATE",423292,2017,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",605.98,1.56,96.1,"Hospice Reimbursements","Reimbursements","Alabama"
"36","STATE",960526,2017,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",432.68,1.11,73,"Hospice Reimbursements","Reimbursements","Ohio"
"07","STATE",269508,2019,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",314.48,0.74,19.2,,,"Connecticut"
"47","STATE",94212,2018,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",336.65,0.83,32.6,"Hospice Reimbursements","Reimbursements","Vermont"
"43","STATE",102757,2018,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",170.43,0.42,5.7,"Hospice Reimbursements","Reimbursements","South Dakota"
"11","STATE",712308,2013,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",591.37,1.6,98,"Hospice Reimbursements","Reimbursements","Georgia"
"03","STATE",463742,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",619.44,1.62,94.2,"Hospice Reimbursements","Reimbursements","Arizona"
"16","STATE",372053,2016,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",278.59,0.73,22.1,"Hospice Reimbursements","Reimbursements","Iowa"
"16","STATE",362710,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",329,0.86,42.3,"Hospice Reimbursements","Reimbursements","Iowa"
"46","STATE",170024,2017,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",636.87,1.64,98,"Hospice Reimbursements","Reimbursements","Utah"
"41","STATE",76807,2019,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",406.69,0.96,46.1,,,"Rhode Island"
"06","STATE",333404,2014,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",355.95,0.99,57.6,"Hospice Reimbursements","Reimbursements","Colorado"
"14","STATE",1309253,2013,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",302.98,0.82,34.6,"Hospice Reimbursements","Reimbursements","Illinois"
"08","STATE",112352,2011,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",720.45,2,98,"Hospice Reimbursements","Reimbursements","Delaware"
"12","STATE",93423,2018,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",418.79,1.04,63.4,"Hospice Reimbursements","Reimbursements","Hawaii"
"21","STATE",617082,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",262.7,0.73,21.1,"Hospice Reimbursements","Reimbursements","Maryland"
"02","STATE",56634,2014,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",185.3,0.52,9.6,"Hospice Reimbursements","Reimbursements","Alaska"
"19","STATE",369656,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",472.47,1.31,84.6,"Hospice Reimbursements","Reimbursements","Louisiana"
"39","STATE",1039339,2014,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",303.13,0.84,40.3,"Hospice Reimbursements","Reimbursements","Pennsylvania"
"18","STATE",412284,2013,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",261.91,0.71,19.2,"Hospice Reimbursements","Reimbursements","Kentucky"
"20","STATE",163839,2014,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",262.67,0.73,23,"Hospice Reimbursements","Reimbursements","Maine"
"99","STATE",25661189,2011,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",360.32,1,,"Hospice Reimbursements","Reimbursements","United States"
"43","STATE",95402,2016,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",160.66,0.42,5.7,"Hospice Reimbursements","Reimbursements","South Dakota"
"10","STATE",1810067,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",496.46,1.3,76.9,"Hospice Reimbursements","Reimbursements","Florida"
"22","STATE",663579,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",308.58,0.86,44.2,"Hospice Reimbursements","Reimbursements","Massachusetts"
"43","STATE",105550,2019,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",201.91,0.48,9.6,,,"South Dakota"
"24","STATE",286305,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",257.07,0.67,17.3,"Hospice Reimbursements","Reimbursements","Minnesota"
"46","STATE",135393,2011,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",604.28,1.68,96.1,"Hospice Reimbursements","Reimbursements","Utah"
"45","STATE",1804315,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",512.71,1.34,80.7,"Hospice Reimbursements","Reimbursements","Texas"
"49","STATE",760423,2012,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",317.61,0.83,36.5,"Hospice Reimbursements","Reimbursements","Virginia"
"34","STATE",892468,2015,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",380.54,1.06,65.3,"Hospice Reimbursements","Reimbursements","North Carolina"
"45","STATE",1767166,2014,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",516.85,1.44,90.3,"Hospice Reimbursements","Reimbursements","Texas"
"41","STATE",74643,2011,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",399.76,1.11,67.3,"Hospice Reimbursements","Reimbursements","Rhode Island"
"35","STATE",81464,2019,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",174.3,0.41,3.8,,,"North Dakota"
"45","STATE",1761022,2019,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",577.1,1.36,92.3,,,"Texas"
"03","STATE",484983,2013,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",536.29,1.45,90.3,"Hospice Reimbursements","Reimbursements","Arizona"
"07","STATE",339780,2013,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",245.5,0.66,13.4,"Hospice Reimbursements","Reimbursements","Connecticut"
"49","STATE",792458,2014,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",295.75,0.82,38.4,"Hospice Reimbursements","Reimbursements","Virginia"
"06","STATE",353775,2016,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",394.41,1.04,63.4,"Hospice Reimbursements","Reimbursements","Colorado"
"53","STATE",69253,2014,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",128.4,0.36,3.8,"Hospice Reimbursements","Reimbursements","Wyoming"
"12","STATE",82718,2011,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",327.27,0.91,53.8,"Hospice Reimbursements","Reimbursements","Hawaii"
"44","STATE",576011,2013,"Payment","pmt_hospice","Hospice Reimbursements per Enrollee",326.03,0.88,50,"Hospice Reimbursements","Reimbursements","Tennessee"
